Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"BE","Bioenergy","012","Algeria","5852","Energy production","6525","Fuelwood","2016","2016","TJ","283","E","Estimated value"
"BE","Bioenergy","012","Algeria","5852","Energy production","6525","Fuelwood","2017","2017","TJ","484","E","Estimated value"
"BE","Bioenergy","012","Algeria","5852","Energy production","6525","Fuelwood","2018","2018","TJ","1032","E","Estimated value"
"BE","Bioenergy","012","Algeria","5852","Energy production","6525","Fuelwood","2019","2019","TJ","484","E","Estimated value"
"BE","Bioenergy","012","Algeria","5852","Energy production","6525","Fuelwood","2020","2020","TJ","475","E","Estimated value"
"BE","Bioenergy","012","Algeria","5852","Energy production","6525","Fuelwood","2021","2021","TJ","119","E","Estimated value"
"BE","Bioenergy","012","Algeria","5852","Energy production","6525","Fuelwood","2022","2022","TJ","114","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","170","Bagasse","1990","1990","TJ","584","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","170","Bagasse","1991","1991","TJ","724","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","170","Bagasse","1992","1992","TJ","584","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","170","Bagasse","1993","1993","TJ","476","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","170","Bagasse","1994","1994","TJ","519","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","170","Bagasse","1995","1995","TJ","714","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","170","Bagasse","1996","1996","TJ","627","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","170","Bagasse","1997","1997","TJ","670","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","170","Bagasse","1998","1998","TJ","735","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","170","Bagasse","1999","1999","TJ","735","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","170","Bagasse","2000","2000","TJ","757","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","170","Bagasse","2001","2001","TJ","778","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","170","Bagasse","2002","2002","TJ","778","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","170","Bagasse","2003","2003","TJ","778","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","170","Bagasse","2004","2004","TJ","746","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","170","Bagasse","2005","2005","TJ","746","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","170","Bagasse","2006","2006","TJ","973","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","170","Bagasse","2007","2007","TJ","1081","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","170","Bagasse","2008","2008","TJ","1124","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","170","Bagasse","2009","2009","TJ","1081","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","170","Bagasse","2010","2010","TJ","1081","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","170","Bagasse","2011","2011","TJ","1103","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","170","Bagasse","2012","2012","TJ","1124","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","170","Bagasse","2013","2013","TJ","1103","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","170","Bagasse","2014","2014","TJ","629","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","170","Bagasse","2015","2015","TJ","445","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","170","Bagasse","2016","2016","TJ","650","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","170","Bagasse","2017","2017","TJ","707","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","170","Bagasse","2018","2018","TJ","803","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","170","Bagasse","2019","2019","TJ","804","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","170","Bagasse","2020","2020","TJ","811","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","170","Bagasse","2021","2021","TJ","811","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","170","Bagasse","2022","2022","TJ","811","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","170","Bagasse","1990","1990","TJ","584","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","170","Bagasse","1991","1991","TJ","724","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","170","Bagasse","1992","1992","TJ","584","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","170","Bagasse","1993","1993","TJ","476","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","170","Bagasse","1994","1994","TJ","519","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","170","Bagasse","1995","1995","TJ","714","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","170","Bagasse","1996","1996","TJ","627","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","170","Bagasse","1997","1997","TJ","670","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","170","Bagasse","1998","1998","TJ","735","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","170","Bagasse","1999","1999","TJ","735","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","170","Bagasse","2000","2000","TJ","757","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","170","Bagasse","2001","2001","TJ","778","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","170","Bagasse","2002","2002","TJ","778","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","170","Bagasse","2003","2003","TJ","778","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","170","Bagasse","2004","2004","TJ","746","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","170","Bagasse","2005","2005","TJ","746","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","170","Bagasse","2006","2006","TJ","973","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","170","Bagasse","2007","2007","TJ","1081","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","170","Bagasse","2008","2008","TJ","1124","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","170","Bagasse","2009","2009","TJ","1081","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","170","Bagasse","2010","2010","TJ","1081","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","170","Bagasse","2011","2011","TJ","1103","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","170","Bagasse","2012","2012","TJ","1124","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","170","Bagasse","2013","2013","TJ","1103","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","170","Bagasse","2014","2014","TJ","1061","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","170","Bagasse","2015","2015","TJ","947","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","170","Bagasse","2016","2016","TJ","1113","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","170","Bagasse","2017","2017","TJ","1248","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","170","Bagasse","2018","2018","TJ","1382","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","170","Bagasse","2019","2019","TJ","1422","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","170","Bagasse","2020","2020","TJ","1429","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","170","Bagasse","2021","2021","TJ","1429","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","170","Bagasse","2022","2022","TJ","1429","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6524","Charcoal","1990","1990","TJ","19440","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6524","Charcoal","1991","1991","TJ","19883","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6524","Charcoal","1992","1992","TJ","20355","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6524","Charcoal","1993","1993","TJ","20827","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6524","Charcoal","1994","1994","TJ","21063","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6524","Charcoal","1995","1995","TJ","21564","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6524","Charcoal","1996","1996","TJ","22361","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6524","Charcoal","1997","1997","TJ","23010","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6524","Charcoal","1998","1998","TJ","23718","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6524","Charcoal","1999","1999","TJ","24396","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6524","Charcoal","2000","2000","TJ","25104","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6524","Charcoal","2001","2001","TJ","25842","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6524","Charcoal","2002","2002","TJ","26580","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6524","Charcoal","2003","2003","TJ","27376","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6524","Charcoal","2004","2004","TJ","27110","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6524","Charcoal","2005","2005","TJ","27376","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6524","Charcoal","2006","2006","TJ","27878","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6524","Charcoal","2007","2007","TJ","28379","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6524","Charcoal","2008","2008","TJ","28880","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6524","Charcoal","2009","2009","TJ","29382","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6524","Charcoal","2010","2010","TJ","29884","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6524","Charcoal","2011","2011","TJ","30385","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6524","Charcoal","2012","2012","TJ","30886","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6524","Charcoal","2013","2013","TJ","31388","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6524","Charcoal","2014","2014","TJ","31890","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6524","Charcoal","2015","2015","TJ","32362","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6524","Charcoal","2016","2016","TJ","32834","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6524","Charcoal","2017","2017","TJ","33276","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6524","Charcoal","2018","2018","TJ","33778","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6524","Charcoal","2019","2019","TJ","34214","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6524","Charcoal","2020","2020","TJ","34662","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6524","Charcoal","2021","2021","TJ","35840","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6524","Charcoal","2022","2022","TJ","35990","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","6524","Charcoal","1990","1990","TJ","19440","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","6524","Charcoal","1991","1991","TJ","19883","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","6524","Charcoal","1992","1992","TJ","20355","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","6524","Charcoal","1993","1993","TJ","20827","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","6524","Charcoal","1994","1994","TJ","21063","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","6524","Charcoal","1995","1995","TJ","21564","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","6524","Charcoal","1996","1996","TJ","22361","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","6524","Charcoal","1997","1997","TJ","23010","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","6524","Charcoal","1998","1998","TJ","23718","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","6524","Charcoal","1999","1999","TJ","24396","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","6524","Charcoal","2000","2000","TJ","25104","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","6524","Charcoal","2001","2001","TJ","25842","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","6524","Charcoal","2002","2002","TJ","26580","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","6524","Charcoal","2003","2003","TJ","27376","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","6524","Charcoal","2004","2004","TJ","27110","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","6524","Charcoal","2005","2005","TJ","27376","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","6524","Charcoal","2006","2006","TJ","27878","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","6524","Charcoal","2007","2007","TJ","28379","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","6524","Charcoal","2008","2008","TJ","28880","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","6524","Charcoal","2009","2009","TJ","29382","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","6524","Charcoal","2010","2010","TJ","29884","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","6524","Charcoal","2011","2011","TJ","30385","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","6524","Charcoal","2012","2012","TJ","30886","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","6524","Charcoal","2013","2013","TJ","31388","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","6524","Charcoal","2014","2014","TJ","31890","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","6524","Charcoal","2015","2015","TJ","32362","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","6524","Charcoal","2016","2016","TJ","32834","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","6524","Charcoal","2017","2017","TJ","33276","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","6524","Charcoal","2018","2018","TJ","33778","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","6524","Charcoal","2019","2019","TJ","34214","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","6524","Charcoal","2020","2020","TJ","34662","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","6524","Charcoal","2021","2021","TJ","35840","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","6524","Charcoal","2022","2022","TJ","35990","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6525","Fuelwood","1990","1990","TJ","42046","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6525","Fuelwood","1991","1991","TJ","43026","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6525","Fuelwood","1992","1992","TJ","44029","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6525","Fuelwood","1993","1993","TJ","45053","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6525","Fuelwood","1994","1994","TJ","46000","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6525","Fuelwood","1995","1995","TJ","46449","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6525","Fuelwood","1996","1996","TJ","46787","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6525","Fuelwood","1997","1997","TJ","47046","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6525","Fuelwood","1998","1998","TJ","47270","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6525","Fuelwood","1999","1999","TJ","47524","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6525","Fuelwood","2000","2000","TJ","47847","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6525","Fuelwood","2001","2001","TJ","48250","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6525","Fuelwood","2002","2002","TJ","48708","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6525","Fuelwood","2003","2003","TJ","49199","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6525","Fuelwood","2004","2004","TJ","49689","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6525","Fuelwood","2005","2005","TJ","50161","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6525","Fuelwood","2006","2006","TJ","51079","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6525","Fuelwood","2007","2007","TJ","52002","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6525","Fuelwood","2008","2008","TJ","52927","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6525","Fuelwood","2009","2009","TJ","53860","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6525","Fuelwood","2010","2010","TJ","54797","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6525","Fuelwood","2011","2011","TJ","55737","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6525","Fuelwood","2012","2012","TJ","56674","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6525","Fuelwood","2013","2013","TJ","57598","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6525","Fuelwood","2014","2014","TJ","58496","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6525","Fuelwood","2015","2015","TJ","59374","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6525","Fuelwood","2016","2016","TJ","60226","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6525","Fuelwood","2017","2017","TJ","61125","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6525","Fuelwood","2018","2018","TJ","61946","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6525","Fuelwood","2019","2019","TJ","62758","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6525","Fuelwood","2020","2020","TJ","63561","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6525","Fuelwood","2021","2021","TJ","58771","E","Estimated value"
"BE","Bioenergy","024","Angola","5851","Energy consumption","6525","Fuelwood","2022","2022","TJ","60291","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","6525","Fuelwood","1990","1990","TJ","109684","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","6525","Fuelwood","1991","1991","TJ","112242","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","6525","Fuelwood","1992","1992","TJ","114858","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","6525","Fuelwood","1993","1993","TJ","117530","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","6525","Fuelwood","1994","1994","TJ","120000","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","6525","Fuelwood","1995","1995","TJ","121171","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","6525","Fuelwood","1996","1996","TJ","122052","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","6525","Fuelwood","1997","1997","TJ","122727","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","6525","Fuelwood","1998","1998","TJ","123311","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","6525","Fuelwood","1999","1999","TJ","123974","E","Estimated value"
"BE","Bioenergy","024","Angola","5852","Energy production","6525","Fuelwood","2000","2000","TJ","124816","E","Estimated value"
