Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5081","Nutrient balance","1963","1963","kg/ha","-1.0677","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7290","Cropland nitrogen use efficiency","5081","Nutrient balance","1963","1963","%","128.4568","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7291","Cropland phosphorus use efficiency","5081","Nutrient balance","1963","1963","%","124.9176","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7292","Cropland potassium use efficiency","5081","Nutrient balance","1963","1963","%","141.8315","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5081","Nutrient balance","1964","1964","kg/ha","0.3081","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5081","Nutrient balance","1964","1964","kg/ha","0.1462","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5081","Nutrient balance","1964","1964","kg/ha","-0.0705","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7290","Cropland nitrogen use efficiency","5081","Nutrient balance","1964","1964","%","95.1941","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7291","Cropland phosphorus use efficiency","5081","Nutrient balance","1964","1964","%","89.8189","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7292","Cropland potassium use efficiency","5081","Nutrient balance","1964","1964","%","102.4993","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5081","Nutrient balance","1965","1965","kg/ha","-0.7448","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5081","Nutrient balance","1965","1965","kg/ha","-0.3113","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5081","Nutrient balance","1965","1965","kg/ha","-1.0282","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7290","Cropland nitrogen use efficiency","5081","Nutrient balance","1965","1965","%","112.0292","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7291","Cropland phosphorus use efficiency","5081","Nutrient balance","1965","1965","%","127.3035","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7292","Cropland potassium use efficiency","5081","Nutrient balance","1965","1965","%","145.8947","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5081","Nutrient balance","1966","1966","kg/ha","3.1813","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5081","Nutrient balance","1966","1966","kg/ha","0.7031","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5081","Nutrient balance","1966","1966","kg/ha","0.6143","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7290","Cropland nitrogen use efficiency","5081","Nutrient balance","1966","1966","%","52.9898","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7291","Cropland phosphorus use efficiency","5081","Nutrient balance","1966","1966","%","53.6326","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7292","Cropland potassium use efficiency","5081","Nutrient balance","1966","1966","%","75.9746","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5081","Nutrient balance","1967","1967","kg/ha","0.465","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5081","Nutrient balance","1967","1967","kg/ha","0.2771","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5081","Nutrient balance","1967","1967","kg/ha","-0.1291","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7290","Cropland nitrogen use efficiency","5081","Nutrient balance","1967","1967","%","92.921","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7291","Cropland phosphorus use efficiency","5081","Nutrient balance","1967","1967","%","82.2283","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7292","Cropland potassium use efficiency","5081","Nutrient balance","1967","1967","%","105.2633","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5081","Nutrient balance","1968","1968","kg/ha","-0.6598","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5081","Nutrient balance","1968","1968","kg/ha","0.1638","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5081","Nutrient balance","1968","1968","kg/ha","-0.4005","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7290","Cropland nitrogen use efficiency","5081","Nutrient balance","1968","1968","%","109.0649","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7291","Cropland phosphorus use efficiency","5081","Nutrient balance","1968","1968","%","91.0239","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7292","Cropland potassium use efficiency","5081","Nutrient balance","1968","1968","%","113.3557","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5081","Nutrient balance","1969","1969","kg/ha","2.2261","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5081","Nutrient balance","1969","1969","kg/ha","0.8108","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5081","Nutrient balance","1969","1969","kg/ha","0.0953","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7290","Cropland nitrogen use efficiency","5081","Nutrient balance","1969","1969","%","75.8929","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7291","Cropland phosphorus use efficiency","5081","Nutrient balance","1969","1969","%","63.8717","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7292","Cropland potassium use efficiency","5081","Nutrient balance","1969","1969","%","96.9603","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5081","Nutrient balance","1970","1970","kg/ha","3.664","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5081","Nutrient balance","1970","1970","kg/ha","1.6324","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5081","Nutrient balance","1970","1970","kg/ha","0.1466","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7290","Cropland nitrogen use efficiency","5081","Nutrient balance","1970","1970","%","67.4114","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7291","Cropland phosphorus use efficiency","5081","Nutrient balance","1970","1970","%","48.8107","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7292","Cropland potassium use efficiency","5081","Nutrient balance","1970","1970","%","95.6485","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5081","Nutrient balance","1971","1971","kg/ha","9.9806","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5081","Nutrient balance","1971","1971","kg/ha","3.1612","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5081","Nutrient balance","1971","1971","kg/ha","2.5568","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7290","Cropland nitrogen use efficiency","5081","Nutrient balance","1971","1971","%","40.025","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7291","Cropland phosphorus use efficiency","5081","Nutrient balance","1971","1971","%","30.8186","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7292","Cropland potassium use efficiency","5081","Nutrient balance","1971","1971","%","54.1313","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5081","Nutrient balance","1972","1972","kg/ha","8.477","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5081","Nutrient balance","1972","1972","kg/ha","3.4737","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5081","Nutrient balance","1972","1972","kg/ha","2.8027","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7290","Cropland nitrogen use efficiency","5081","Nutrient balance","1972","1972","%","48.4606","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7291","Cropland phosphorus use efficiency","5081","Nutrient balance","1972","1972","%","32.3015","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7292","Cropland potassium use efficiency","5081","Nutrient balance","1972","1972","%","52.3723","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5081","Nutrient balance","1973","1973","kg/ha","11.2216","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5081","Nutrient balance","1973","1973","kg/ha","3.7404","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5081","Nutrient balance","1973","1973","kg/ha","1.837","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7290","Cropland nitrogen use efficiency","5081","Nutrient balance","1973","1973","%","34.1883","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7291","Cropland phosphorus use efficiency","5081","Nutrient balance","1973","1973","%","24.4076","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7292","Cropland potassium use efficiency","5081","Nutrient balance","1973","1973","%","58.1555","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5081","Nutrient balance","1974","1974","kg/ha","8.7726","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5081","Nutrient balance","1974","1974","kg/ha","2.9561","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5081","Nutrient balance","1974","1974","kg/ha","1.9132","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7290","Cropland nitrogen use efficiency","5081","Nutrient balance","1974","1974","%","39.3253","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7291","Cropland phosphorus use efficiency","5081","Nutrient balance","1974","1974","%","29.402","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7292","Cropland potassium use efficiency","5081","Nutrient balance","1974","1974","%","58.3249","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5081","Nutrient balance","1975","1975","kg/ha","3.7267","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5081","Nutrient balance","1975","1975","kg/ha","2.1582","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5081","Nutrient balance","1975","1975","kg/ha","-0.002","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7290","Cropland nitrogen use efficiency","5081","Nutrient balance","1975","1975","%","70.1271","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7291","Cropland phosphorus use efficiency","5081","Nutrient balance","1975","1975","%","45.8749","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7292","Cropland potassium use efficiency","5081","Nutrient balance","1975","1975","%","100.0564","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5081","Nutrient balance","1976","1976","kg/ha","6.0271","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5081","Nutrient balance","1976","1976","kg/ha","3.2004","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5081","Nutrient balance","1976","1976","kg/ha","1.3939","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7290","Cropland nitrogen use efficiency","5081","Nutrient balance","1976","1976","%","55.3155","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7291","Cropland phosphorus use efficiency","5081","Nutrient balance","1976","1976","%","33.2402","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7292","Cropland potassium use efficiency","5081","Nutrient balance","1976","1976","%","68.5873","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5081","Nutrient balance","1977","1977","kg/ha","9.3284","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5081","Nutrient balance","1977","1977","kg/ha","3.5866","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5081","Nutrient balance","1977","1977","kg/ha","1.3454","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7290","Cropland nitrogen use efficiency","5081","Nutrient balance","1977","1977","%","31.8397","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7291","Cropland phosphorus use efficiency","5081","Nutrient balance","1977","1977","%","20.5206","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7292","Cropland potassium use efficiency","5081","Nutrient balance","1977","1977","%","61.3592","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5081","Nutrient balance","1978","1978","kg/ha","8.5864","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5081","Nutrient balance","1978","1978","kg/ha","3.4256","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5081","Nutrient balance","1978","1978","kg/ha","2.7077","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7290","Cropland nitrogen use efficiency","5081","Nutrient balance","1978","1978","%","38.4242","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7291","Cropland phosphorus use efficiency","5081","Nutrient balance","1978","1978","%","24.204","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7292","Cropland potassium use efficiency","5081","Nutrient balance","1978","1978","%","46.1821","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5081","Nutrient balance","1979","1979","kg/ha","8.3969","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5081","Nutrient balance","1979","1979","kg/ha","3.3478","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5081","Nutrient balance","1979","1979","kg/ha","1.8535","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7290","Cropland nitrogen use efficiency","5081","Nutrient balance","1979","1979","%","40.9931","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7291","Cropland phosphorus use efficiency","5081","Nutrient balance","1979","1979","%","27.1603","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7292","Cropland potassium use efficiency","5081","Nutrient balance","1979","1979","%","58.3646","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5081","Nutrient balance","1980","1980","kg/ha","9.493","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5081","Nutrient balance","1980","1980","kg/ha","4.8183","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5081","Nutrient balance","1980","1980","kg/ha","2.2584","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7290","Cropland nitrogen use efficiency","5081","Nutrient balance","1980","1980","%","45.4567","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7291","Cropland phosphorus use efficiency","5081","Nutrient balance","1980","1980","%","24.8797","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7292","Cropland potassium use efficiency","5081","Nutrient balance","1980","1980","%","58.3712","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5081","Nutrient balance","1981","1981","kg/ha","7.6117","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5081","Nutrient balance","1981","1981","kg/ha","2.8407","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5081","Nutrient balance","1981","1981","kg/ha","2.2975","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7290","Cropland nitrogen use efficiency","5081","Nutrient balance","1981","1981","%","46.4293","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7291","Cropland phosphorus use efficiency","5081","Nutrient balance","1981","1981","%","33.6712","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7292","Cropland potassium use efficiency","5081","Nutrient balance","1981","1981","%","55.6606","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5081","Nutrient balance","1982","1982","kg/ha","7.6696","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5081","Nutrient balance","1982","1982","kg/ha","2.4819","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5081","Nutrient balance","1982","1982","kg/ha","1.5919","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7290","Cropland nitrogen use efficiency","5081","Nutrient balance","1982","1982","%","41.3857","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7291","Cropland phosphorus use efficiency","5081","Nutrient balance","1982","1982","%","31.8159","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7292","Cropland potassium use efficiency","5081","Nutrient balance","1982","1982","%","59.2957","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5081","Nutrient balance","1983","1983","kg/ha","10.0753","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5081","Nutrient balance","1983","1983","kg/ha","3.2255","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5081","Nutrient balance","1983","1983","kg/ha","2.06","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7290","Cropland nitrogen use efficiency","5081","Nutrient balance","1983","1983","%","33.6974","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7291","Cropland phosphorus use efficiency","5081","Nutrient balance","1983","1983","%","25.5267","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7292","Cropland potassium use efficiency","5081","Nutrient balance","1983","1983","%","53.8616","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5081","Nutrient balance","1984","1984","kg/ha","13.4641","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5081","Nutrient balance","1984","1984","kg/ha","4.1025","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5081","Nutrient balance","1984","1984","kg/ha","1.8073","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7290","Cropland nitrogen use efficiency","5081","Nutrient balance","1984","1984","%","29.2853","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7291","Cropland phosphorus use efficiency","5081","Nutrient balance","1984","1984","%","22.0331","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7292","Cropland potassium use efficiency","5081","Nutrient balance","1984","1984","%","58.8736","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5081","Nutrient balance","1985","1985","kg/ha","11.3038","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5081","Nutrient balance","1985","1985","kg/ha","5.4325","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5081","Nutrient balance","1985","1985","kg/ha","3.0486","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7290","Cropland nitrogen use efficiency","5081","Nutrient balance","1985","1985","%","46.3177","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7291","Cropland phosphorus use efficiency","5081","Nutrient balance","1985","1985","%","26.9346","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7292","Cropland potassium use efficiency","5081","Nutrient balance","1985","1985","%","57.1407","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5081","Nutrient balance","1986","1986","kg/ha","14.5768","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5081","Nutrient balance","1986","1986","kg/ha","4.1712","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5081","Nutrient balance","1986","1986","kg/ha","3.752","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7290","Cropland nitrogen use efficiency","5081","Nutrient balance","1986","1986","%","36.8701","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7291","Cropland phosphorus use efficiency","5081","Nutrient balance","1986","1986","%","30.2591","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7292","Cropland potassium use efficiency","5081","Nutrient balance","1986","1986","%","50.451","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5081","Nutrient balance","1987","1987","kg/ha","12.174","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5081","Nutrient balance","1987","1987","kg/ha","4.4439","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5081","Nutrient balance","1987","1987","kg/ha","3.9536","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7290","Cropland nitrogen use efficiency","5081","Nutrient balance","1987","1987","%","38.4768","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7291","Cropland phosphorus use efficiency","5081","Nutrient balance","1987","1987","%","26.6139","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7292","Cropland potassium use efficiency","5081","Nutrient balance","1987","1987","%","46.884","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5081","Nutrient balance","1988","1988","kg/ha","9.9654","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5081","Nutrient balance","1988","1988","kg/ha","2.5134","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5081","Nutrient balance","1988","1988","kg/ha","2.7476","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7290","Cropland nitrogen use efficiency","5081","Nutrient balance","1988","1988","%","32.1957","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7291","Cropland phosphorus use efficiency","5081","Nutrient balance","1988","1988","%","29.4064","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7292","Cropland potassium use efficiency","5081","Nutrient balance","1988","1988","%","49.3586","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5081","Nutrient balance","1989","1989","kg/ha","6.5265","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5081","Nutrient balance","1989","1989","kg/ha","1.3995","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5081","Nutrient balance","1989","1989","kg/ha","0.808","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7290","Cropland nitrogen use efficiency","5081","Nutrient balance","1989","1989","%","53.1747","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7291","Cropland phosphorus use efficiency","5081","Nutrient balance","1989","1989","%","51.9502","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7292","Cropland potassium use efficiency","5081","Nutrient balance","1989","1989","%","81.1655","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5081","Nutrient balance","1990","1990","kg/ha","9.5089","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5081","Nutrient balance","1990","1990","kg/ha","0.9731","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5081","Nutrient balance","1990","1990","kg/ha","2.0276","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7290","Cropland nitrogen use efficiency","5081","Nutrient balance","1990","1990","%","39.0753","E","Estimated value",""
