Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5079","Input","1974","1974","kg/ha","14.4584","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5079","Input","1974","1974","kg/ha","4.1872","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5079","Input","1974","1974","kg/ha","4.5908","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5079","Input","1975","1975","kg/ha","12.4751","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5079","Input","1975","1975","kg/ha","3.9873","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5079","Input","1975","1975","kg/ha","3.5196","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5079","Input","1976","1976","kg/ha","13.4881","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5079","Input","1976","1976","kg/ha","4.794","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5079","Input","1976","1976","kg/ha","4.4374","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5079","Input","1977","1977","kg/ha","13.6859","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5079","Input","1977","1977","kg/ha","4.5126","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5079","Input","1977","1977","kg/ha","3.4818","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5079","Input","1978","1978","kg/ha","13.9445","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5079","Input","1978","1978","kg/ha","4.5196","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5079","Input","1978","1978","kg/ha","5.0311","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5079","Input","1979","1979","kg/ha","14.2304","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5079","Input","1979","1979","kg/ha","4.5961","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5079","Input","1979","1979","kg/ha","4.4517","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5079","Input","1980","1980","kg/ha","17.4045","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5079","Input","1980","1980","kg/ha","6.4141","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5079","Input","1980","1980","kg/ha","5.4252","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5079","Input","1981","1981","kg/ha","14.2086","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5079","Input","1981","1981","kg/ha","4.2827","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5079","Input","1981","1981","kg/ha","5.1815","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5079","Input","1982","1982","kg/ha","13.0848","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5079","Input","1982","1982","kg/ha","3.64","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5079","Input","1982","1982","kg/ha","3.9109","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5079","Input","1983","1983","kg/ha","15.196","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5079","Input","1983","1983","kg/ha","4.3311","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5079","Input","1983","1983","kg/ha","4.4649","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5079","Input","1984","1984","kg/ha","19.04","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5079","Input","1984","1984","kg/ha","5.2618","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5079","Input","1984","1984","kg/ha","4.3944","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5079","Input","1985","1985","kg/ha","21.0568","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5079","Input","1985","1985","kg/ha","7.4351","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5079","Input","1985","1985","kg/ha","7.1129","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5079","Input","1986","1986","kg/ha","23.0901","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5079","Input","1986","1986","kg/ha","5.981","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5079","Input","1986","1986","kg/ha","7.5723","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5079","Input","1987","1987","kg/ha","19.7877","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5079","Input","1987","1987","kg/ha","6.0555","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5079","Input","1987","1987","kg/ha","7.4434","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5079","Input","1988","1988","kg/ha","14.6973","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5079","Input","1988","1988","kg/ha","3.5604","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5079","Input","1988","1988","kg/ha","5.4256","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5079","Input","1989","1989","kg/ha","13.9379","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5079","Input","1989","1989","kg/ha","2.9125","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5079","Input","1989","1989","kg/ha","4.2899","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5079","Input","1990","1990","kg/ha","15.6076","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5079","Input","1990","1990","kg/ha","2.3071","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5079","Input","1990","1990","kg/ha","5.0379","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5079","Input","1991","1991","kg/ha","13.6594","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5079","Input","1991","1991","kg/ha","2.0218","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5079","Input","1991","1991","kg/ha","3.8823","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5079","Input","1992","1992","kg/ha","14.093","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5079","Input","1992","1992","kg/ha","2.0216","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5079","Input","1992","1992","kg/ha","3.6526","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5079","Input","1993","1993","kg/ha","17.4357","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5079","Input","1993","1993","kg/ha","2.1708","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5079","Input","1993","1993","kg/ha","4.1102","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5079","Input","1994","1994","kg/ha","15.4003","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5079","Input","1994","1994","kg/ha","2.2952","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5079","Input","1994","1994","kg/ha","4.3646","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5079","Input","1995","1995","kg/ha","10.5082","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5079","Input","1995","1995","kg/ha","1.2637","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5079","Input","1995","1995","kg/ha","3.2123","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5079","Input","1996","1996","kg/ha","9.8127","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5079","Input","1996","1996","kg/ha","1.0026","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5079","Input","1996","1996","kg/ha","3.1306","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5079","Input","1997","1997","kg/ha","13.6305","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5079","Input","1997","1997","kg/ha","2.1817","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5079","Input","1997","1997","kg/ha","4.466","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5079","Input","1998","1998","kg/ha","15.0671","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5079","Input","1998","1998","kg/ha","2.0244","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5079","Input","1998","1998","kg/ha","5.2873","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5079","Input","1999","1999","kg/ha","15.027","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5079","Input","1999","1999","kg/ha","1.702","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5079","Input","1999","1999","kg/ha","4.0289","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5079","Input","2000","2000","kg/ha","13.7265","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5079","Input","2000","2000","kg/ha","1.7045","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5079","Input","2000","2000","kg/ha","4.2873","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5079","Input","2001","2001","kg/ha","14.5863","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5079","Input","2001","2001","kg/ha","2.013","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5079","Input","2001","2001","kg/ha","4.5338","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5079","Input","2002","2002","kg/ha","13.6502","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5079","Input","2002","2002","kg/ha","1.7541","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5079","Input","2002","2002","kg/ha","4.1575","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5079","Input","2003","2003","kg/ha","13.5104","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5079","Input","2003","2003","kg/ha","1.3534","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5079","Input","2003","2003","kg/ha","4.2062","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5079","Input","2004","2004","kg/ha","18.3664","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5079","Input","2004","2004","kg/ha","2.5292","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5079","Input","2004","2004","kg/ha","4.292","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5079","Input","2005","2005","kg/ha","12.4429","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5079","Input","2005","2005","kg/ha","2.0544","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5079","Input","2005","2005","kg/ha","3.9758","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5079","Input","2006","2006","kg/ha","15.2935","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5079","Input","2006","2006","kg/ha","1.8688","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5079","Input","2006","2006","kg/ha","3.9082","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5079","Input","2007","2007","kg/ha","14.1494","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5079","Input","2007","2007","kg/ha","2.3746","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5079","Input","2007","2007","kg/ha","4.0053","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5079","Input","2008","2008","kg/ha","12.1332","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5079","Input","2008","2008","kg/ha","1.3503","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5079","Input","2008","2008","kg/ha","3.4912","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5079","Input","2009","2009","kg/ha","14.1394","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5079","Input","2009","2009","kg/ha","2.8402","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5079","Input","2009","2009","kg/ha","4.2125","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5079","Input","2010","2010","kg/ha","16.941","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5079","Input","2010","2010","kg/ha","2.0875","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5079","Input","2010","2010","kg/ha","4.7039","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5079","Input","2011","2011","kg/ha","16.5594","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5079","Input","2011","2011","kg/ha","2.2701","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5079","Input","2011","2011","kg/ha","4.7564","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5079","Input","2012","2012","kg/ha","18.7885","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5079","Input","2012","2012","kg/ha","3.2814","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5079","Input","2012","2012","kg/ha","5.2989","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5079","Input","2013","2013","kg/ha","18.5486","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5079","Input","2013","2013","kg/ha","4.0044","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5079","Input","2013","2013","kg/ha","5.739","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5079","Input","2014","2014","kg/ha","22.0536","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5079","Input","2014","2014","kg/ha","4.3283","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5079","Input","2014","2014","kg/ha","6.0972","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5079","Input","2015","2015","kg/ha","22.4443","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5079","Input","2015","2015","kg/ha","3.6841","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5079","Input","2015","2015","kg/ha","6.8769","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5079","Input","2016","2016","kg/ha","21.2399","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5079","Input","2016","2016","kg/ha","3.3801","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5079","Input","2016","2016","kg/ha","5.2246","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5079","Input","2017","2017","kg/ha","21.0299","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5079","Input","2017","2017","kg/ha","3.258","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5079","Input","2017","2017","kg/ha","5.3107","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5079","Input","2018","2018","kg/ha","23.9639","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5079","Input","2018","2018","kg/ha","3.6","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5079","Input","2018","2018","kg/ha","5.8616","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5079","Input","2019","2019","kg/ha","23.728","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5079","Input","2019","2019","kg/ha","3.7645","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5079","Input","2019","2019","kg/ha","5.2288","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5079","Input","2020","2020","kg/ha","21.2824","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5079","Input","2020","2020","kg/ha","4.0029","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5079","Input","2020","2020","kg/ha","5.1411","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5079","Input","2021","2021","kg/ha","18.9499","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5079","Input","2021","2021","kg/ha","2.8977","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5079","Input","2021","2021","kg/ha","5.3215","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5079","Input","2022","2022","kg/ha","20.348","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5079","Input","2022","2022","kg/ha","3.4644","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5079","Input","2022","2022","kg/ha","5.4412","E","Estimated value",""
