Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5080","Outputs","1973","1973","kg/ha","1.2077","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5080","Outputs","1973","1973","kg/ha","2.553","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5080","Outputs","1974","1974","kg/ha","5.6858","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5080","Outputs","1974","1974","kg/ha","1.2311","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5080","Outputs","1974","1974","kg/ha","2.6776","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5080","Outputs","1975","1975","kg/ha","8.7484","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5080","Outputs","1975","1975","kg/ha","1.8292","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5080","Outputs","1975","1975","kg/ha","3.5216","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5080","Outputs","1976","1976","kg/ha","7.461","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5080","Outputs","1976","1976","kg/ha","1.5935","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5080","Outputs","1976","1976","kg/ha","3.0435","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5080","Outputs","1977","1977","kg/ha","4.3576","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5080","Outputs","1977","1977","kg/ha","0.926","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5080","Outputs","1977","1977","kg/ha","2.1364","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5080","Outputs","1978","1978","kg/ha","5.3581","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5080","Outputs","1978","1978","kg/ha","1.0939","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5080","Outputs","1978","1978","kg/ha","2.3235","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5080","Outputs","1979","1979","kg/ha","5.8335","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5080","Outputs","1979","1979","kg/ha","1.2483","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5080","Outputs","1979","1979","kg/ha","2.5982","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5080","Outputs","1980","1980","kg/ha","7.9115","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5080","Outputs","1980","1980","kg/ha","1.5958","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5080","Outputs","1980","1980","kg/ha","3.1668","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5080","Outputs","1981","1981","kg/ha","6.597","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5080","Outputs","1981","1981","kg/ha","1.442","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5080","Outputs","1981","1981","kg/ha","2.8841","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5080","Outputs","1982","1982","kg/ha","5.4153","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5080","Outputs","1982","1982","kg/ha","1.1581","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5080","Outputs","1982","1982","kg/ha","2.319","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5080","Outputs","1983","1983","kg/ha","5.1206","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5080","Outputs","1983","1983","kg/ha","1.1056","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5080","Outputs","1983","1983","kg/ha","2.4049","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5080","Outputs","1984","1984","kg/ha","5.5759","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5080","Outputs","1984","1984","kg/ha","1.1593","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5080","Outputs","1984","1984","kg/ha","2.5871","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5080","Outputs","1985","1985","kg/ha","9.753","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5080","Outputs","1985","1985","kg/ha","2.0026","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5080","Outputs","1985","1985","kg/ha","4.0644","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5080","Outputs","1986","1986","kg/ha","8.5133","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5080","Outputs","1986","1986","kg/ha","1.8098","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5080","Outputs","1986","1986","kg/ha","3.8203","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5080","Outputs","1987","1987","kg/ha","7.6137","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5080","Outputs","1987","1987","kg/ha","1.6116","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5080","Outputs","1987","1987","kg/ha","3.4897","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5080","Outputs","1988","1988","kg/ha","4.7319","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5080","Outputs","1988","1988","kg/ha","1.047","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5080","Outputs","1988","1988","kg/ha","2.678","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5080","Outputs","1989","1989","kg/ha","7.4115","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5080","Outputs","1989","1989","kg/ha","1.5131","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5080","Outputs","1989","1989","kg/ha","3.4819","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5080","Outputs","1990","1990","kg/ha","6.0987","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5080","Outputs","1990","1990","kg/ha","1.334","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5080","Outputs","1990","1990","kg/ha","3.0103","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5080","Outputs","1991","1991","kg/ha","11.7906","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5080","Outputs","1991","1991","kg/ha","2.3344","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5080","Outputs","1991","1991","kg/ha","4.7613","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5080","Outputs","1992","1992","kg/ha","10.4973","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5080","Outputs","1992","1992","kg/ha","2.223","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5080","Outputs","1992","1992","kg/ha","4.5901","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5080","Outputs","1993","1993","kg/ha","5.9211","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5080","Outputs","1993","1993","kg/ha","1.3123","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5080","Outputs","1993","1993","kg/ha","3.3477","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5080","Outputs","1994","1994","kg/ha","4.4973","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5080","Outputs","1994","1994","kg/ha","1.0041","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5080","Outputs","1994","1994","kg/ha","2.6347","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5080","Outputs","1995","1995","kg/ha","7.654","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5080","Outputs","1995","1995","kg/ha","1.5777","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5080","Outputs","1995","1995","kg/ha","3.7691","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5080","Outputs","1996","1996","kg/ha","14.646","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5080","Outputs","1996","1996","kg/ha","3.049","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5080","Outputs","1996","1996","kg/ha","5.781","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5080","Outputs","1997","1997","kg/ha","4.43","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5080","Outputs","1997","1997","kg/ha","1.1125","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5080","Outputs","1997","1997","kg/ha","2.8678","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5080","Outputs","1998","1998","kg/ha","9.7753","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5080","Outputs","1998","1998","kg/ha","1.97","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5080","Outputs","1998","1998","kg/ha","4.2164","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5080","Outputs","1999","1999","kg/ha","7.6097","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5080","Outputs","1999","1999","kg/ha","1.7447","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5080","Outputs","1999","1999","kg/ha","3.9152","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5080","Outputs","2000","2000","kg/ha","4.6498","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5080","Outputs","2000","2000","kg/ha","1.0914","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5080","Outputs","2000","2000","kg/ha","3.0418","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5080","Outputs","2001","2001","kg/ha","9.0879","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5080","Outputs","2001","2001","kg/ha","1.8961","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5080","Outputs","2001","2001","kg/ha","4.0502","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5080","Outputs","2002","2002","kg/ha","7.5706","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5080","Outputs","2002","2002","kg/ha","1.6169","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5080","Outputs","2002","2002","kg/ha","4.0068","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5080","Outputs","2003","2003","kg/ha","13.5884","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5080","Outputs","2003","2003","kg/ha","2.7455","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5080","Outputs","2003","2003","kg/ha","5.9873","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5080","Outputs","2004","2004","kg/ha","13.4036","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5080","Outputs","2004","2004","kg/ha","2.9458","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5080","Outputs","2004","2004","kg/ha","6.3068","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5080","Outputs","2005","2005","kg/ha","12.2926","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5080","Outputs","2005","2005","kg/ha","2.624","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5080","Outputs","2005","2005","kg/ha","6.1963","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5080","Outputs","2006","2006","kg/ha","13.5483","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5080","Outputs","2006","2006","kg/ha","2.8282","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5080","Outputs","2006","2006","kg/ha","6.6868","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5080","Outputs","2007","2007","kg/ha","11.9284","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5080","Outputs","2007","2007","kg/ha","2.4576","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5080","Outputs","2007","2007","kg/ha","5.5932","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5080","Outputs","2008","2008","kg/ha","7.6176","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5080","Outputs","2008","2008","kg/ha","1.6884","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5080","Outputs","2008","2008","kg/ha","5.0626","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5080","Outputs","2009","2009","kg/ha","17.0319","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5080","Outputs","2009","2009","kg/ha","3.6525","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5080","Outputs","2009","2009","kg/ha","8.2821","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5080","Outputs","2010","2010","kg/ha","15.0741","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5080","Outputs","2010","2010","kg/ha","3.1925","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5080","Outputs","2010","2010","kg/ha","8.2978","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5080","Outputs","2011","2011","kg/ha","15.904","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5080","Outputs","2011","2011","kg/ha","3.5913","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5080","Outputs","2011","2011","kg/ha","9.0945","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5080","Outputs","2012","2012","kg/ha","18.2195","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5080","Outputs","2012","2012","kg/ha","3.8755","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5080","Outputs","2012","2012","kg/ha","9.951","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5080","Outputs","2013","2013","kg/ha","18.6014","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5080","Outputs","2013","2013","kg/ha","4.1087","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5080","Outputs","2013","2013","kg/ha","10.8459","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5080","Outputs","2014","2014","kg/ha","15.1803","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5080","Outputs","2014","2014","kg/ha","3.3763","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5080","Outputs","2014","2014","kg/ha","9.8374","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5080","Outputs","2015","2015","kg/ha","16.1294","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5080","Outputs","2015","2015","kg/ha","3.69","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5080","Outputs","2015","2015","kg/ha","10.2602","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5080","Outputs","2016","2016","kg/ha","15.6708","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5080","Outputs","2016","2016","kg/ha","3.6423","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5080","Outputs","2016","2016","kg/ha","10.3359","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5080","Outputs","2017","2017","kg/ha","15.8052","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5080","Outputs","2017","2017","kg/ha","3.6395","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5080","Outputs","2017","2017","kg/ha","10.31","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5080","Outputs","2018","2018","kg/ha","22.3071","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5080","Outputs","2018","2018","kg/ha","4.9889","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5080","Outputs","2018","2018","kg/ha","12.2322","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5080","Outputs","2019","2019","kg/ha","21.7653","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5080","Outputs","2019","2019","kg/ha","4.9088","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5080","Outputs","2019","2019","kg/ha","12.5738","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5080","Outputs","2020","2020","kg/ha","19.1365","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5080","Outputs","2020","2020","kg/ha","4.5618","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7283","Cropland potassium per unit area","5080","Outputs","2020","2020","kg/ha","11.8664","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7276","Cropland nitrogen per unit area","5080","Outputs","2021","2021","kg/ha","14.844","E","Estimated value",""
"ESB","Cropland Nutrient Balance","012","Algeria","7281","Cropland phosphorus per unit area","5080","Outputs","2021","2021","kg/ha","3.4544","E","Estimated value",""
